Frame,Beyblade Type,Condition,X1,Y1,X2,Y2,Confidence,Width,Status,Collision,Time Per Frame (secs),Time (secs)
118,Beyblade 2,spinning,100,195,189,267,0.9144335985183716,89,Winner,No,0.03333333333333333,3.933333333333333
118,Beyblade 1,spinning,80,297,222,399,0.8944074511528015,142,Loser,No,0.03333333333333333,3.933333333333333
119,Beyblade 2,spinning,96,195,186,268,0.9384181499481201,90,Winner,No,0.03333333333333333,3.966666666666667
119,Beyblade 1,spinning,82,294,227,395,0.818095326423645,145,Loser,No,0.03333333333333333,3.966666666666667
120,Beyblade 2,spinning,95,196,184,270,0.9515235424041748,89,Winner,No,0.03333333333333333,4.0
120,Beyblade 1,spinning,86,291,226,388,0.8936992883682251,140,Loser,No,0.03333333333333333,4.0
121,Beyblade 2,spinning,94,197,183,272,0.962890088558197,89,Winner,No,0.03333333333333333,4.033333333333333
121,Beyblade 1,spinning,88,288,227,385,0.9127195477485657,139,Loser,No,0.03333333333333333,4.033333333333333
122,Beyblade 2,spinning,92,200,183,275,0.9581457376480103,91,Winner,No,0.03333333333333333,4.066666666666666
122,Beyblade 1,spinning,89,283,227,380,0.8867491483688354,138,Loser,No,0.03333333333333333,4.066666666666666
123,Beyblade 2,spinning,92,202,180,277,0.9572726488113403,88,Winner,No,0.03333333333333333,4.1
123,Beyblade 1,spinning,89,280,227,375,0.9230806231498718,138,Loser,No,0.03333333333333333,4.1
124,Beyblade 2,spinning,92,198,180,274,0.9669123888015747,88,Winner,No,0.03333333333333333,4.133333333333333
124,Beyblade 1,spinning,90,280,227,376,0.9284842014312744,137,Loser,No,0.03333333333333333,4.133333333333333
125,Beyblade 2,spinning,91,199,180,275,0.9638972878456116,89,Winner,No,0.03333333333333333,4.166666666666667
125,Beyblade 1,spinning,90,280,228,375,0.9296035766601562,138,Loser,No,0.03333333333333333,4.166666666666667
126,Beyblade 2,spinning,91,200,180,275,0.9629148244857788,89,Winner,No,0.03333333333333333,4.2
126,Beyblade 1,spinning,89,278,227,375,0.9219396114349365,138,Loser,No,0.03333333333333333,4.2
127,Beyblade 2,spinning,92,194,180,269,0.955001950263977,88,Winner,No,0.03333333333333333,4.233333333333333
127,Beyblade 1,spinning,89,282,227,382,0.8873447775840759,138,Loser,No,0.03333333333333333,4.233333333333333
128,Beyblade 2,spinning,94,189,184,264,0.9525912404060364,90,Winner,No,0.03333333333333333,4.266666666666667
128,Beyblade 1,spinning,86,287,227,388,0.9113381505012512,141,Loser,No,0.03333333333333333,4.266666666666667
129,Beyblade 2,spinning,95,186,184,261,0.9452518224716187,89,Winner,No,0.03333333333333333,4.3
129,Beyblade 1,spinning,87,291,228,391,0.9055609107017517,141,Loser,No,0.03333333333333333,4.3
130,Beyblade 2,spinning,96,187,186,262,0.9350453615188599,90,Winner,No,0.03333333333333333,4.333333333333333
130,Beyblade 1,spinning,89,292,229,391,0.9122430086135864,140,Loser,No,0.03333333333333333,4.333333333333333
131,Beyblade 2,spinning,99,188,186,263,0.9114317297935486,87,Winner,No,0.03333333333333333,4.366666666666666
131,Beyblade 1,spinning,91,292,233,392,0.885341227054596,142,Loser,No,0.03333333333333333,4.366666666666666
132,Beyblade 2,spinning,100,191,189,267,0.9322089552879333,89,Winner,No,0.03333333333333333,4.4
132,Beyblade 1,spinning,93,290,236,388,0.899313747882843,143,Loser,No,0.03333333333333333,4.4
133,Beyblade 2,spinning,100,193,190,271,0.9128857254981995,90,Winner,No,0.03333333333333333,4.433333333333334
133,Beyblade 1,spinning,98,287,241,387,0.9016916751861572,143,Loser,No,0.03333333333333333,4.433333333333334
134,Beyblade 2,spinning,101,196,191,274,0.9592112898826599,90,Winner,No,0.03333333333333333,4.466666666666667
134,Beyblade 1,spinning,102,284,240,384,0.9105901718139648,138,Loser,No,0.03333333333333333,4.466666666666667
135,Beyblade 2,spinning,104,198,192,277,0.9653019309043884,88,Winner,No,0.03333333333333333,4.5
135,Beyblade 1,spinning,104,281,243,379,0.9121288061141968,139,Loser,No,0.03333333333333333,4.5
136,Beyblade 2,spinning,106,201,195,281,0.9444031119346619,89,Winner,Yes,0.03333333333333333,4.533333333333333
136,Beyblade 1,spinning,104,278,242,375,0.937838077545166,138,Loser,Yes,0.03333333333333333,4.533333333333333
137,Beyblade 2,spinning,108,183,195,260,0.9634301066398621,87,Winner,No,0.03333333333333333,4.566666666666666
137,Beyblade 1,spinning,106,291,248,395,0.8850604295730591,142,Loser,No,0.03333333333333333,4.566666666666666
138,Beyblade 2,spinning,108,169,198,247,0.9110956788063049,90,Winner,No,0.03333333333333333,4.6
138,Beyblade 1,spinning,107,304,253,407,0.8208627104759216,146,Loser,No,0.03333333333333333,4.6
139,Beyblade 2,spinning,110,158,200,237,0.9310550689697266,90,Winner,No,0.03333333333333333,4.633333333333333
139,Beyblade 1,spinning,109,311,256,408,0.8683370351791382,147,Loser,No,0.03333333333333333,4.633333333333333
140,Beyblade 2,spinning,112,157,201,234,0.9432222843170166,89,Winner,No,0.03333333333333333,4.666666666666667
140,Beyblade 1,spinning,112,318,256,409,0.830883264541626,144,Loser,No,0.03333333333333333,4.666666666666667
141,Beyblade 2,spinning,113,156,202,233,0.9439895153045654,89,Winner,No,0.03333333333333333,4.7
141,Beyblade 1,spinning,115,319,259,410,0.8488485217094421,144,Loser,No,0.03333333333333333,4.7
142,Beyblade 2,spinning,115,159,204,236,0.9627004861831665,89,Winner,No,0.03333333333333333,4.733333333333333
142,Beyblade 1,spinning,117,319,262,409,0.865195095539093,145,Loser,No,0.03333333333333333,4.733333333333333
143,Beyblade 2,spinning,116,160,206,240,0.9685190916061401,90,Winner,No,0.03333333333333333,4.766666666666667
143,Beyblade 1,spinning,121,317,265,409,0.8364897966384888,144,Loser,No,0.03333333333333333,4.766666666666667
144,Beyblade 2,spinning,116,168,206,246,0.9545408487319946,90,Winner,No,0.03333333333333333,4.8
144,Beyblade 1,spinning,122,312,268,408,0.8720656633377075,146,Loser,No,0.03333333333333333,4.8
145,Beyblade 2,spinning,117,176,206,253,0.9622959494590759,89,Winner,No,0.03333333333333333,4.833333333333333
145,Beyblade 1,spinning,124,307,268,409,0.868582546710968,144,Loser,No,0.03333333333333333,4.833333333333333
146,Beyblade 2,spinning,117,181,208,260,0.9439361095428467,91,Winner,No,0.03333333333333333,4.866666666666666
146,Beyblade 1,spinning,126,301,265,405,0.9111794829368591,139,Loser,No,0.03333333333333333,4.866666666666666
147,Beyblade 2,spinning,118,188,209,268,0.9410340189933777,91,Winner,No,0.03333333333333333,4.9
147,Beyblade 1,spinning,125,294,266,396,0.8505760431289673,141,Loser,No,0.03333333333333333,4.9
148,Beyblade 2,spinning,120,196,211,274,0.9327755570411682,91,Winner,No,0.03333333333333333,4.933333333333334
148,Beyblade 1,spinning,125,288,266,386,0.8992873430252075,141,Loser,No,0.03333333333333333,4.933333333333334
149,Beyblade 2,spinning,122,204,213,283,0.916050136089325,91,Winner,Yes,0.03333333333333333,4.966666666666667
149,Beyblade 1,spinning,125,283,262,380,0.8945546746253967,137,Loser,Yes,0.03333333333333333,4.966666666666667
150,Beyblade 2,spinning,124,204,215,282,0.921559751033783,91,Winner,No,0.03333333333333333,5.0
150,Beyblade 1,spinning,123,283,263,383,0.8955514430999756,140,Loser,No,0.03333333333333333,5.0
151,Beyblade 2,spinning,127,201,217,279,0.9552785754203796,90,Winner,No,0.03333333333333333,5.033333333333333
151,Beyblade 1,spinning,121,290,262,388,0.8912217020988464,141,Loser,No,0.03333333333333333,5.033333333333333
152,Beyblade 2,spinning,130,202,221,279,0.9497836828231812,91,Winner,No,0.03333333333333333,5.066666666666666
152,Beyblade 1,spinning,119,295,262,397,0.8386432528495789,143,Loser,No,0.03333333333333333,5.066666666666666
153,Beyblade 2,spinning,131,203,223,281,0.9391399025917053,92,Winner,No,0.03333333333333333,5.1
153,Beyblade 1,spinning,118,297,260,399,0.8795406818389893,142,Loser,No,0.03333333333333333,5.1
154,Beyblade 2,spinning,135,205,224,285,0.8986896276473999,89,Winner,No,0.03333333333333333,5.133333333333333
154,Beyblade 1,spinning,116,299,257,399,0.8904578685760498,141,Loser,No,0.03333333333333333,5.133333333333333
155,Beyblade 2,spinning,136,210,227,289,0.9007552862167358,91,Winner,No,0.03333333333333333,5.166666666666667
155,Beyblade 1,spinning,116,299,256,399,0.892457902431488,140,Loser,No,0.03333333333333333,5.166666666666667
156,Beyblade 2,spinning,137,214,227,297,0.9268828630447388,90,Winner,No,0.03333333333333333,5.2
156,Beyblade 1,spinning,113,299,255,399,0.8776243925094604,142,Loser,No,0.03333333333333333,5.2
157,Beyblade 2,spinning,138,220,227,303,0.9091258645057678,89,Winner,Yes,0.03333333333333333,5.233333333333333
157,Beyblade 1,spinning,112,298,254,397,0.8608607053756714,142,Loser,Yes,0.03333333333333333,5.233333333333333
158,Beyblade 2,spinning,142,215,233,295,0.962557315826416,91,Winner,No,0.03333333333333333,5.266666666666667
158,Beyblade 1,spinning,110,304,251,399,0.8591101765632629,141,Loser,No,0.03333333333333333,5.266666666666667
159,Beyblade 2,spinning,148,208,238,287,0.9287294745445251,90,Winner,No,0.03333333333333333,5.3
159,Beyblade 1,spinning,105,309,249,408,0.8635542988777161,144,Loser,No,0.03333333333333333,5.3
160,Beyblade 2,spinning,152,205,242,281,0.9424101710319519,90,Winner,No,0.03333333333333333,5.333333333333333
160,Beyblade 1,spinning,103,312,244,408,0.9016655683517456,141,Loser,No,0.03333333333333333,5.333333333333333
161,Beyblade 2,spinning,155,202,245,281,0.9599407315254211,90,Winner,No,0.03333333333333333,5.366666666666666
161,Beyblade 1,spinning,102,314,243,408,0.9121679067611694,141,Loser,No,0.03333333333333333,5.366666666666666
162,Beyblade 2,spinning,156,203,246,280,0.937677800655365,90,Winner,No,0.03333333333333333,5.4
162,Beyblade 1,spinning,102,315,243,408,0.904422402381897,141,Loser,No,0.03333333333333333,5.4
163,Beyblade 2,spinning,157,204,247,281,0.9275179505348206,90,Winner,No,0.03333333333333333,5.433333333333334
163,Beyblade 1,spinning,99,315,242,408,0.896807074546814,143,Loser,No,0.03333333333333333,5.433333333333334
164,Beyblade 2,spinning,157,206,247,284,0.9355356693267822,90,Winner,No,0.03333333333333333,5.466666666666667
164,Beyblade 1,spinning,98,315,242,408,0.8826732635498047,144,Loser,No,0.03333333333333333,5.466666666666667
165,Beyblade 2,spinning,157,209,247,287,0.9508683085441589,90,Winner,No,0.03333333333333333,5.5
165,Beyblade 1,spinning,98,314,242,408,0.8687570691108704,144,Loser,No,0.03333333333333333,5.5
166,Beyblade 2,spinning,156,214,246,292,0.9459145665168762,90,Winner,No,0.03333333333333333,5.533333333333333
166,Beyblade 1,spinning,98,311,241,408,0.8603047728538513,143,Loser,No,0.03333333333333333,5.533333333333333
167,Beyblade 2,spinning,155,219,245,297,0.9378889203071594,90,Winner,No,0.03333333333333333,5.566666666666666
167,Beyblade 1,spinning,98,310,241,407,0.8327009677886963,143,Loser,No,0.03333333333333333,5.566666666666666
168,Beyblade 2,spinning,154,224,243,301,0.9555679559707642,89,Winner,No,0.03333333333333333,5.6
168,Beyblade 1,spinning,97,308,243,407,0.8342275023460388,146,Loser,No,0.03333333333333333,5.6
169,Beyblade 2,spinning,152,229,242,305,0.9348958134651184,90,Winner,No,0.03333333333333333,5.633333333333333
169,Beyblade 1,spinning,96,307,237,404,0.8342798352241516,141,Loser,No,0.03333333333333333,5.633333333333333
170,Beyblade 2,spinning,153,230,242,305,0.9315618276596069,89,Winner,No,0.03333333333333333,5.666666666666667
170,Beyblade 1,spinning,91,307,233,402,0.8875730037689209,142,Loser,No,0.03333333333333333,5.666666666666667
171,Beyblade 2,spinning,169,215,257,292,0.9527515769004822,88,Winner,No,0.03333333333333333,5.7
171,Beyblade 1,spinning,71,319,215,406,0.8641099333763123,144,Loser,No,0.03333333333333333,5.7
172,Beyblade 2,spinning,180,203,269,280,0.9414613246917725,89,Winner,No,0.03333333333333333,5.733333333333333
172,Beyblade 1,spinning,56,327,206,411,0.6183252334594727,150,Loser,No,0.03333333333333333,5.733333333333333
173,Beyblade 2,spinning,188,195,277,269,0.9126783013343811,89,Winner,No,0.03333333333333333,5.766666666666667
173,Beyblade 1,spinning,47,334,194,434,0.6259114146232605,147,Loser,No,0.03333333333333333,5.766666666666667
174,Beyblade 2,spinning,193,191,280,267,0.9461708664894104,87,Winner,No,0.03333333333333333,5.8
174,Beyblade 1,spinning,45,338,188,435,0.6730049252510071,143,Loser,No,0.03333333333333333,5.8
175,Beyblade 2,spinning,194,190,282,265,0.9530311822891235,88,Winner,No,0.03333333333333333,5.833333333333333
175,Beyblade 1,spinning,46,340,185,434,0.776188850402832,139,Loser,No,0.03333333333333333,5.833333333333333
176,Beyblade 2,spinning,192,193,280,268,0.9489803910255432,88,Winner,No,0.03333333333333333,5.866666666666666
176,Beyblade 1,spinning,45,340,185,434,0.705945611000061,140,Loser,No,0.03333333333333333,5.866666666666666
177,Beyblade 2,spinning,189,196,278,270,0.9629467725753784,89,Winner,No,0.03333333333333333,5.9
177,Beyblade 1,spinning,46,337,187,433,0.736480176448822,141,Loser,No,0.03333333333333333,5.9
178,Beyblade 2,spinning,185,201,274,275,0.9277694821357727,89,Winner,No,0.03333333333333333,5.933333333333334
178,Beyblade 1,spinning,42,335,189,430,0.7252688407897949,147,Loser,No,0.03333333333333333,5.933333333333334
179,Beyblade 2,spinning,182,207,268,280,0.9464136958122253,86,Winner,No,0.03333333333333333,5.966666666666667
179,Beyblade 1,spinning,46,333,194,416,0.6603347659111023,148,Loser,No,0.03333333333333333,5.966666666666667
180,Beyblade 2,spinning,177,212,265,285,0.9215269088745117,88,Winner,No,0.03333333333333333,6.0
180,Beyblade 1,spinning,50,329,198,411,0.7414060831069946,148,Loser,No,0.03333333333333333,6.0
181,Beyblade 2,spinning,170,217,260,291,0.9192206263542175,90,Winner,No,0.03333333333333333,6.033333333333333
181,Beyblade 1,spinning,56,323,202,409,0.7928219437599182,146,Loser,No,0.03333333333333333,6.033333333333333
182,Beyblade 2,spinning,166,222,255,295,0.9523133039474487,89,Winner,No,0.03333333333333333,6.066666666666666
182,Beyblade 1,spinning,60,319,203,406,0.8711392879486084,143,Loser,No,0.03333333333333333,6.066666666666666
183,Beyblade 2,spinning,162,227,252,300,0.9284603595733643,90,Winner,No,0.03333333333333333,6.1
183,Beyblade 1,spinning,62,312,206,406,0.8627331256866455,144,Loser,No,0.03333333333333333,6.1
184,Beyblade 2,spinning,156,233,247,305,0.9475880861282349,91,Winner,No,0.03333333333333333,6.133333333333333
184,Beyblade 1,spinning,66,307,211,404,0.8558086156845093,145,Loser,No,0.03333333333333333,6.133333333333333
185,Beyblade 2,spinning,153,239,243,310,0.9436090588569641,90,Winner,Yes,0.03333333333333333,6.166666666666667
185,Beyblade 1,spinning,67,298,212,398,0.8797823786735535,145,Loser,Yes,0.03333333333333333,6.166666666666667
186,Beyblade 2,spinning,177,227,265,299,0.9159584045410156,88,Winner,No,0.03333333333333333,6.2
186,Beyblade 1,spinning,34,305,181,400,0.6738440990447998,147,Loser,No,0.03333333333333333,6.2
187,Beyblade 2,spinning,201,219,287,287,0.908893883228302,86,Winner,No,0.03333333333333333,6.233333333333333
187,Beyblade 1,spinning,11,312,155,398,0.7234571576118469,144,Loser,No,0.03333333333333333,6.233333333333333
188,Beyblade 2,spinning,221,219,308,285,0.9170283675193787,87,Winner,No,0.03333333333333333,6.266666666666667
188,Beyblade 1,spinning,5,315,136,397,0.698492169380188,131,Loser,No,0.03333333333333333,6.266666666666667
189,Beyblade 2,spinning,237,214,324,275,0.9525494575500488,87,Winner,No,0.03333333333333333,6.3
189,Beyblade 1,spinning,0,318,127,396,0.8335333466529846,127,Loser,No,0.03333333333333333,6.3
190,Beyblade 2,spinning,250,213,338,280,0.9136194586753845,88,Winner,No,0.03333333333333333,6.333333333333333
190,Beyblade 1,spinning,0,319,125,398,0.844054102897644,125,Loser,No,0.03333333333333333,6.333333333333333
191,Beyblade 2,spinning,258,213,348,281,0.9432114958763123,90,Winner,No,0.03333333333333333,6.366666666666666
191,Beyblade 1,spinning,0,319,123,402,0.780645489692688,123,Loser,No,0.03333333333333333,6.366666666666666
192,Beyblade 2,spinning,261,217,356,287,0.8966734409332275,95,Winner,No,0.03333333333333333,6.4
192,Beyblade 1,spinning,0,318,119,403,0.8011038303375244,119,Loser,No,0.03333333333333333,6.4
193,Beyblade 2,spinning,257,221,353,289,0.9479604363441467,96,Winner,No,0.03333333333333333,6.433333333333334
193,Beyblade 1,spinning,0,316,119,403,0.7411531209945679,119,Loser,No,0.03333333333333333,6.433333333333334
194,Beyblade 2,spinning,252,225,342,294,0.9359989762306213,90,Winner,No,0.03333333333333333,6.466666666666667
194,Beyblade 1,spinning,0,315,120,402,0.8116536736488342,120,Loser,No,0.03333333333333333,6.466666666666667
195,Beyblade 2,spinning,242,229,333,299,0.9375744462013245,91,Winner,No,0.03333333333333333,6.5
195,Beyblade 1,spinning,0,314,123,401,0.8037753701210022,123,Loser,No,0.03333333333333333,6.5
196,Beyblade 2,spinning,232,233,322,303,0.9490591883659363,90,Winner,No,0.03333333333333333,6.533333333333333
196,Beyblade 1,spinning,0,309,129,396,0.8367539644241333,129,Loser,No,0.03333333333333333,6.533333333333333
197,Beyblade 2,spinning,221,236,313,307,0.9647993445396423,92,Winner,No,0.03333333333333333,6.566666666666666
197,Beyblade 1,spinning,2,304,135,396,0.8612098097801208,133,Loser,No,0.03333333333333333,6.566666666666666
198,Beyblade 2,spinning,212,242,302,308,0.9448466300964355,90,Winner,No,0.03333333333333333,6.6
198,Beyblade 1,spinning,5,299,138,396,0.8398105502128601,133,Loser,No,0.03333333333333333,6.6
199,Beyblade 2,spinning,201,242,292,310,0.9348715543746948,91,Winner,No,0.03333333333333333,6.633333333333333
199,Beyblade 1,spinning,9,295,145,396,0.8146131038665771,136,Loser,No,0.03333333333333333,6.633333333333333
200,Beyblade 2,spinning,190,246,281,312,0.9567758440971375,91,Winner,No,0.03333333333333333,6.666666666666667
200,Beyblade 1,spinning,10,290,147,392,0.8635918498039246,137,Loser,No,0.03333333333333333,6.666666666666667
201,Beyblade 2,spinning,182,247,273,314,0.955114483833313,91,Winner,No,0.03333333333333333,6.7
201,Beyblade 1,spinning,12,285,150,390,0.8448865413665771,138,Loser,No,0.03333333333333333,6.7
202,Beyblade 2,spinning,174,249,266,316,0.9480868577957153,92,Winner,No,0.03333333333333333,6.733333333333333
202,Beyblade 1,spinning,17,278,153,383,0.8417757153511047,136,Loser,No,0.03333333333333333,6.733333333333333
203,Beyblade 2,spinning,167,250,258,317,0.9649653434753418,91,Winner,No,0.03333333333333333,6.766666666666667
203,Beyblade 1,spinning,17,271,155,374,0.8066290616989136,138,Loser,No,0.03333333333333333,6.766666666666667
204,Beyblade 2,spinning,160,253,251,317,0.9461588263511658,91,Winner,No,0.03333333333333333,6.8
204,Beyblade 1,spinning,23,263,159,371,0.8781145215034485,136,Loser,No,0.03333333333333333,6.8
205,Beyblade 2,spinning,153,255,243,318,0.9606403112411499,90,Winner,Yes,0.03333333333333333,6.833333333333333
205,Beyblade 1,spinning,27,259,160,365,0.8853386044502258,133,Loser,Yes,0.03333333333333333,6.833333333333333
206,Beyblade 2,spinning,145,255,238,320,0.9483762383460999,93,Winner,Yes,0.03333333333333333,6.866666666666666
206,Beyblade 1,spinning,30,254,161,360,0.8357316255569458,131,Loser,Yes,0.03333333333333333,6.866666666666666
207,Beyblade 2,spinning,145,256,236,322,0.9370745420455933,91,Winner,Yes,0.03333333333333333,6.8999999999999995
207,Beyblade 1,spinning,31,238,162,359,0.8693495988845825,131,Loser,Yes,0.03333333333333333,6.8999999999999995
208,Beyblade 2,spinning,158,258,246,327,0.9509033560752869,88,Winner,Yes,0.03333333333333333,6.933333333333334
208,Beyblade 1,spinning,25,227,161,350,0.8463342785835266,136,Loser,Yes,0.03333333333333333,6.933333333333334
209,Beyblade 2,spinning,163,259,255,329,0.9597877264022827,92,Winner,No,0.03333333333333333,6.966666666666667
209,Beyblade 1,spinning,26,219,154,339,0.8738155961036682,128,Loser,No,0.03333333333333333,6.966666666666667
210,Beyblade 2,spinning,169,259,259,332,0.9607465863227844,90,Winner,No,0.03333333333333333,7.0
210,Beyblade 1,spinning,30,211,160,330,0.855426549911499,130,Loser,No,0.03333333333333333,7.0
211,Beyblade 2,spinning,171,261,263,335,0.9498469233512878,92,Winner,No,0.03333333333333333,7.033333333333333
211,Beyblade 1,spinning,38,206,168,327,0.8968554139137268,130,Loser,No,0.03333333333333333,7.033333333333333
212,Beyblade 2,spinning,172,261,263,335,0.9279775619506836,91,Winner,Yes,0.03333333333333333,7.066666666666666
212,Beyblade 1,spinning,45,201,174,322,0.8542530536651611,129,Loser,Yes,0.03333333333333333,7.066666666666666
213,Beyblade 2,spinning,171,263,261,335,0.9448381066322327,90,Winner,Yes,0.03333333333333333,7.1
213,Beyblade 1,spinning,57,198,185,319,0.8801125288009644,128,Loser,Yes,0.03333333333333333,7.1
214,Beyblade 2,spinning,168,263,258,335,0.9512526392936707,90,Winner,Yes,0.03333333333333333,7.133333333333333
214,Beyblade 1,spinning,62,199,191,318,0.8419251441955566,129,Loser,Yes,0.03333333333333333,7.133333333333333
215,Beyblade 2,spinning,163,261,255,335,0.9369432926177979,92,Winner,Yes,0.03333333333333333,7.166666666666667
215,Beyblade 1,spinning,73,194,199,319,0.6845966577529907,126,Loser,Yes,0.03333333333333333,7.166666666666667
216,Beyblade 2,spinning,166,266,257,340,0.9417313933372498,91,Winner,Yes,0.03333333333333333,7.2
216,Beyblade 1,spinning,71,188,202,313,0.7346369624137878,131,Loser,Yes,0.03333333333333333,7.2
217,Beyblade 2,spinning,167,269,258,343,0.9267997145652771,91,Winner,Yes,0.03333333333333333,7.233333333333333
217,Beyblade 1,spinning,73,188,205,313,0.7153912782669067,132,Loser,Yes,0.03333333333333333,7.233333333333333
218,Beyblade 2,spinning,165,269,257,342,0.9042182564735413,92,Winner,Yes,0.03333333333333333,7.266666666666667
218,Beyblade 1,spinning,79,187,211,313,0.7385053634643555,132,Loser,Yes,0.03333333333333333,7.266666666666667
219,Beyblade 2,spinning,165,269,255,344,0.9406157732009888,90,Winner,Yes,0.03333333333333333,7.3
219,Beyblade 1,spinning,82,188,215,315,0.682872474193573,133,Loser,Yes,0.03333333333333333,7.3
220,Beyblade 2,spinning,164,271,257,347,0.9432666301727295,93,Winner,Yes,0.03333333333333333,7.333333333333333
220,Beyblade 1,spinning,89,186,223,310,0.7369850277900696,134,Loser,Yes,0.03333333333333333,7.333333333333333
221,Beyblade 2,spinning,165,276,255,352,0.9515717029571533,90,Winner,Yes,0.03333333333333333,7.366666666666666
221,Beyblade 1,spinning,93,184,225,306,0.6654852628707886,132,Loser,Yes,0.03333333333333333,7.366666666666666
222,Beyblade 2,spinning,164,279,255,354,0.9261762499809265,91,Winner,Yes,0.03333333333333333,7.3999999999999995
222,Beyblade 1,spinning,100,185,235,309,0.608718991279602,135,Loser,Yes,0.03333333333333333,7.3999999999999995
223,Beyblade 2,spinning,160,283,254,356,0.9414693713188171,94,Winner,Yes,0.03333333333333333,7.433333333333334
223,Beyblade 1,spinning,109,187,242,313,0.7364298701286316,133,Loser,Yes,0.03333333333333333,7.433333333333334
224,Beyblade 2,spinning,161,292,251,361,0.9212579131126404,90,Winner,Yes,0.03333333333333333,7.466666666666667
224,Beyblade 1,spinning,114,187,246,306,0.764708399772644,132,Loser,Yes,0.03333333333333333,7.466666666666667
225,Beyblade 2,spinning,160,296,252,367,0.9313613772392273,92,Winner,Yes,0.03333333333333333,7.5
225,Beyblade 1,spinning,121,185,252,309,0.7078145146369934,131,Loser,Yes,0.03333333333333333,7.5
226,Beyblade 2,spinning,158,297,250,370,0.8675735592842102,92,Winner,Yes,0.03333333333333333,7.533333333333333
226,Beyblade 1,spinning,123,187,255,305,0.6060162782669067,132,Loser,Yes,0.03333333333333333,7.533333333333333
227,Beyblade 2,spinning,155,303,249,369,0.874007523059845,94,Winner,Yes,0.03333333333333333,7.566666666666666
227,Beyblade 1,spinning,130,192,261,312,0.6787667870521545,131,Loser,Yes,0.03333333333333333,7.566666666666666
228,Beyblade 2,spinning,154,307,249,369,0.8857926726341248,95,Winner,Yes,0.03333333333333333,7.6
228,Beyblade 1,spinning,133,198,264,314,0.7107356190681458,131,Loser,Yes,0.03333333333333333,7.6
