Frame,Condition,X1,Y1,X2,Y2,Confidence,Width,Beyblade Type,Status,Match Duration for All Frames (seconds)
228,spinning,154,307,249,369,0.8857926726341248,95,Beyblade 2,Winner,11.3
228,spinning,133,198,264,314,0.7107356190681458,131,Beyblade 1,Loser,11.3
229,spinning,152,305,248,369,0.8504331707954407,96,Beyblade 2,Winner,11.3
229,spinning,141,201,268,322,0.7013247609138489,127,Beyblade 1,Loser,11.3
230,spinning,148,309,241,374,0.877698540687561,93,Beyblade 2,Winner,11.3
230,spinning,146,206,272,320,0.857647716999054,126,Beyblade 1,Loser,11.3
231,spinning,142,312,238,376,0.8930478096008301,96,Beyblade 2,Winner,11.3
231,spinning,155,210,274,322,0.8450087308883667,119,Beyblade 1,Loser,11.3
232,spinning,137,311,228,377,0.9069240689277649,91,Beyblade 2,Winner,11.3
232,spinning,157,214,278,329,0.8126966953277588,121,Beyblade 1,Loser,11.3
233,spinning,129,314,221,378,0.9277786612510681,92,Beyblade 2,Winner,11.3
233,spinning,167,221,287,345,0.8161535263061523,120,Beyblade 1,Loser,11.3
234,spinning,124,314,215,378,0.9299113750457764,91,Beyblade 2,Winner,11.3
234,spinning,170,226,288,350,0.8600456118583679,118,Beyblade 1,Loser,11.3
235,spinning,120,313,211,377,0.898099422454834,91,Beyblade 2,Winner,11.3
235,spinning,174,236,294,361,0.8596475124359131,120,Beyblade 1,Loser,11.3
236,spinning,114,315,204,377,0.8743836879730225,90,Beyblade 2,Winner,11.3
236,spinning,175,246,296,366,0.8694947361946106,121,Beyblade 1,Loser,11.3
237,spinning,103,316,196,376,0.8800090551376343,93,Beyblade 2,Winner,11.3
237,spinning,184,250,307,377,0.8590753674507141,123,Beyblade 1,Loser,11.3
238,spinning,94,315,185,376,0.9324108958244324,91,Beyblade 2,Winner,11.3
238,spinning,183,257,316,390,0.7786687016487122,133,Beyblade 1,Loser,11.3
239,spinning,87,315,179,376,0.9233244061470032,92,Beyblade 2,Winner,11.3
239,spinning,186,261,323,396,0.8022435903549194,137,Beyblade 1,Loser,11.3
240,spinning,81,314,172,374,0.9366198182106018,91,Beyblade 2,Winner,11.3
240,spinning,189,270,325,394,0.7830285429954529,136,Beyblade 1,Loser,11.3
241,spinning,77,308,169,372,0.943261444568634,92,Beyblade 2,Winner,11.3
241,spinning,190,268,323,392,0.8490315079689026,133,Beyblade 1,Loser,11.3
242,spinning,77,304,166,369,0.9636139273643494,89,Beyblade 2,Winner,11.3
242,spinning,187,276,325,381,0.9071794152259827,138,Beyblade 1,Loser,11.3
243,spinning,74,303,164,368,0.9547964930534363,90,Beyblade 2,Winner,11.3
243,spinning,182,267,313,390,0.9018647074699402,131,Beyblade 1,Loser,11.3
244,spinning,74,298,164,365,0.9406939148902893,90,Beyblade 2,Winner,11.3
244,spinning,178,265,306,377,0.9263348579406738,128,Beyblade 1,Loser,11.3
245,spinning,77,295,164,365,0.9198486804962158,87,Beyblade 2,Winner,11.3
245,spinning,166,262,300,376,0.8685245513916016,134,Beyblade 1,Loser,11.3
246,spinning,78,292,164,362,0.9408613443374634,86,Beyblade 2,Winner,11.3
246,spinning,160,256,290,363,0.9357407689094543,130,Beyblade 1,Loser,11.3
247,spinning,79,287,165,361,0.9434381723403931,86,Beyblade 2,Winner,11.3
247,spinning,160,253,290,362,0.8891357183456421,130,Beyblade 1,Loser,11.3
248,spinning,83,282,165,359,0.9094247221946716,82,Beyblade 2,Winner,11.3
248,spinning,157,245,288,354,0.8993510603904724,131,Beyblade 1,Loser,11.3
249,spinning,83,279,166,355,0.9339852333068848,83,Beyblade 2,Winner,11.3
249,spinning,161,239,288,351,0.9101248383522034,127,Beyblade 1,Loser,11.3
250,spinning,85,274,167,352,0.9437762498855591,82,Beyblade 2,Winner,11.3
250,spinning,161,236,290,348,0.9189066886901855,129,Beyblade 1,Loser,11.3
251,spinning,88,271,169,351,0.9151155352592468,81,Beyblade 2,Winner,11.3
251,spinning,158,229,289,344,0.9009100794792175,131,Beyblade 1,Loser,11.3
252,spinning,91,268,172,347,0.8960093259811401,81,Beyblade 2,Winner,11.3
252,spinning,163,223,290,341,0.8861846327781677,127,Beyblade 1,Loser,11.3
253,spinning,92,264,175,348,0.9558131694793701,83,Beyblade 2,Winner,11.3
253,spinning,166,222,290,340,0.8703302145004272,124,Beyblade 1,Loser,11.3
254,spinning,97,262,178,348,0.9151243567466736,81,Beyblade 2,Winner,11.3
254,spinning,157,216,288,334,0.8721612095832825,131,Beyblade 1,Loser,11.3
255,spinning,99,258,179,345,0.8909914493560791,80,Beyblade 2,Winner,11.3
255,spinning,160,212,291,333,0.8865612745285034,131,Beyblade 1,Loser,11.3
256,spinning,101,255,182,344,0.8883908987045288,81,Beyblade 2,Winner,11.3
256,spinning,161,214,289,328,0.8446819186210632,128,Beyblade 1,Loser,11.3
257,spinning,103,253,184,343,0.9681458473205566,81,Beyblade 2,Winner,11.3
257,spinning,163,210,293,328,0.8556200265884399,130,Beyblade 1,Loser,11.3
258,spinning,106,249,184,339,0.968572735786438,78,Beyblade 2,Winner,11.3
258,spinning,171,205,300,326,0.7509257197380066,129,Beyblade 1,Loser,11.3
259,spinning,102,247,184,335,0.9543309211730957,82,Beyblade 2,Winner,11.3
259,spinning,182,203,309,333,0.5604788064956665,127,Beyblade 1,Loser,11.3
260,spinning,106,237,186,325,0.9638689160346985,80,Beyblade 2,Winner,11.3
260,spinning,191,206,316,336,0.5473799705505371,125,Beyblade 1,Loser,11.3
261,spinning,107,231,192,319,0.9537755846977234,85,Beyblade 2,Winner,11.3
261,spinning,188,208,320,336,0.5733376145362854,132,Beyblade 1,Loser,11.3
262,spinning,113,223,195,312,0.9466250538825989,82,Beyblade 2,Winner,11.3
262,spinning,189,208,323,338,0.6694855093955994,134,Beyblade 1,Loser,11.3
263,spinning,118,218,198,305,0.9420564770698547,80,Beyblade 2,Winner,11.3
263,spinning,198,211,322,339,0.5968857407569885,124,Beyblade 1,Loser,11.3
264,spinning,125,213,202,303,0.9392056465148926,77,Beyblade 2,Winner,11.3
264,spinning,198,210,323,340,0.6319403648376465,125,Beyblade 1,Loser,11.3
265,stop,193,214,320,347,0.6886647343635559,127,Beyblade 1,Loser,11.3
265,spinning,134,202,217,298,0.6630423665046692,83,Beyblade 2,Winner,11.3
265,stop,134,203,217,297,0.29642167687416077,83,,,11.3
266,spinning,143,188,225,277,0.9313613772392273,82,Beyblade 2,Winner,11.3
266,stop,197,220,306,353,0.5132449865341187,109,Beyblade 1,Loser,11.3
266,spinning,198,220,307,353,0.4810139536857605,109,,,11.3
267,stop,172,237,312,366,0.7605867385864258,140,Beyblade 1,Loser,11.3
267,spinning,155,174,239,264,0.7166423201560974,84,Beyblade 2,Winner,11.3
268,spinning,162,162,248,254,0.9315724968910217,86,Beyblade 2,Winner,11.3
268,stop,179,254,297,390,0.476838618516922,118,Beyblade 1,Loser,11.3
268,spinning,180,253,296,389,0.40446218848228455,116,,,11.3
269,spinning,174,155,259,245,0.8373933434486389,85,Beyblade 2,Winner,11.3
269,stop,154,283,289,380,0.5137683749198914,135,Beyblade 1,Loser,11.3
269,spinning,157,284,291,380,0.4604102373123169,134,,,11.3
270,spinning,182,151,266,240,0.9535812735557556,84,,,11.3
271,stop,118,291,259,405,0.9777881503105164,141,Beyblade 1,Loser,11.3
271,spinning,189,148,273,236,0.9047411680221558,84,Beyblade 2,Winner,11.3
272,spinning,193,150,279,238,0.963495135307312,86,,,11.3
273,spinning,197,153,284,241,0.871947169303894,87,Beyblade 2,Winner,11.3
273,spinning,85,311,210,421,0.4555143415927887,125,Beyblade 1,Loser,11.3
274,spinning,201,160,285,246,0.9014846682548523,84,,,11.3
275,spinning,201,166,289,253,0.9040132164955139,88,,,11.3
276,spinning,202,175,287,262,0.9203137159347534,85,Beyblade 2,Winner,11.3
276,stop,35,305,176,441,0.9176056981086731,141,Beyblade 1,Loser,11.3
277,spinning,202,183,290,271,0.9370136260986328,88,Beyblade 2,Winner,11.3
277,stop,30,320,165,427,0.8525691032409668,135,Beyblade 1,Loser,11.3
278,spinning,202,196,289,284,0.9499987959861755,87,Beyblade 2,Winner,11.3
278,spinning,41,331,160,389,0.7972267270088196,119,Beyblade 1,Loser,11.3
279,spinning,205,209,290,296,0.9654840230941772,85,Beyblade 2,Winner,11.3
279,stop,29,306,153,401,0.8839125037193298,124,Beyblade 1,Loser,11.3
280,stop,31,282,151,405,0.9714824557304382,120,Beyblade 1,Loser,11.3
280,spinning,204,224,291,313,0.960858166217804,87,Beyblade 2,Winner,11.3
281,stop,34,275,161,402,0.9753908514976501,127,Beyblade 1,Loser,11.3
281,spinning,208,238,293,326,0.9666876196861267,85,Beyblade 2,Winner,11.3
282,spinning,209,250,296,341,0.9402315020561218,87,Beyblade 2,Winner,11.3
282,stop,29,265,160,391,0.9066896438598633,131,Beyblade 1,Loser,11.3
283,stop,42,259,165,387,0.9404619932174683,123,Beyblade 1,Loser,11.3
283,spinning,208,264,299,355,0.877214252948761,91,Beyblade 2,Winner,11.3
284,stop,54,259,169,381,0.9578925371170044,115,Beyblade 1,Loser,11.3
284,spinning,215,278,303,369,0.9001040458679199,88,Beyblade 2,Winner,11.3
285,stop,62,252,171,364,0.9520658254623413,109,Beyblade 1,Loser,11.3
285,spinning,221,292,305,381,0.9341714382171631,84,Beyblade 2,Winner,11.3
286,stop,65,248,186,354,0.9845905303955078,121,Beyblade 1,Loser,11.3
286,spinning,222,303,309,395,0.9015339016914368,87,Beyblade 2,Winner,11.3
287,stop,75,250,192,349,0.958807110786438,117,Beyblade 1,Loser,11.3
287,spinning,223,312,312,404,0.7174347043037415,89,Beyblade 2,Winner,11.3
288,stop,77,248,199,335,0.9438300728797913,122,Beyblade 1,Loser,11.3
288,spinning,227,321,315,404,0.6935856938362122,88,Beyblade 2,Winner,11.3
289,stop,77,245,200,327,0.9049879908561707,123,Beyblade 1,Loser,11.3
289,spinning,231,331,315,413,0.561299204826355,84,Beyblade 2,Winner,11.3
290,stop,77,242,201,323,0.948815643787384,124,Beyblade 1,Loser,11.3
290,spinning,236,335,314,417,0.43418729305267334,78,Beyblade 2,Winner,11.3
291,stop,79,242,202,322,0.9686680436134338,123,Beyblade 1,Loser,11.3
291,spinning,231,338,313,417,0.7509926557540894,82,Beyblade 2,Winner,11.3
292,stop,80,243,203,320,0.9623416662216187,123,Beyblade 1,Loser,11.3
292,spinning,227,339,309,413,0.45359817147254944,82,Beyblade 2,Winner,11.3
293,stop,83,243,205,321,0.9555372595787048,122,Beyblade 1,Loser,11.3
293,spinning,224,339,304,406,0.4730486273765564,80,Beyblade 2,Winner,11.3
294,stop,83,243,206,322,0.94609135389328,123,Beyblade 1,Loser,11.3
294,spinning,215,340,301,408,0.3354547917842865,86,Beyblade 2,Winner,11.3
295,stop,84,243,206,324,0.9449708461761475,122,Beyblade 1,Loser,11.3
295,stop,206,337,294,404,0.3638649582862854,88,Beyblade 2,Winner,11.3
296,stop,86,242,206,329,0.9336626529693604,120,Beyblade 1,Loser,11.3
296,stop,196,339,289,405,0.7817460894584656,93,Beyblade 2,Winner,11.3
297,stop,87,242,207,330,0.9526324272155762,120,Beyblade 1,Loser,11.3
297,stop,189,339,281,403,0.5567155480384827,92,,,11.3
297,spinning,189,340,280,403,0.382213294506073,91,Beyblade 2,Winner,11.3
298,stop,87,242,207,331,0.9498618245124817,120,Beyblade 1,Loser,11.3
298,stop,178,337,271,399,0.7288879156112671,93,,,11.3
298,spinning,179,337,271,401,0.4591623544692993,92,Beyblade 2,Winner,11.3
299,stop,87,242,207,330,0.9513975381851196,120,Beyblade 1,Loser,11.3
299,stop,166,332,258,391,0.7128947377204895,92,Beyblade 2,Winner,11.3
299,spinning,165,332,259,390,0.5255581140518188,94,,,11.3
300,stop,147,326,244,388,0.9349337220191956,97,Beyblade 2,Winner,11.3
300,stop,87,242,207,330,0.9262295365333557,120,Beyblade 1,Loser,11.3
301,stop,132,322,226,381,0.9561227560043335,94,Beyblade 2,Winner,11.3
301,stop,86,243,207,327,0.8676583766937256,121,Beyblade 1,Loser,11.3
302,stop,112,316,209,376,0.9254021644592285,97,Beyblade 2,Winner,11.3
302,stop,85,243,208,377,0.9187551140785217,123,,,11.3
302,stop,85,244,210,319,0.6433634161949158,125,Beyblade 1,Loser,11.3
303,stop,87,242,207,372,0.9405054450035095,120,Beyblade 1,Loser,11.3
303,stop,93,313,197,372,0.4464240074157715,104,Beyblade 2,Winner,11.3
304,stop,86,239,210,371,0.8666097521781921,124,Beyblade 1,Loser,11.3
304,stop,77,304,168,368,0.8564344048500061,91,Beyblade 2,Winner,11.3
304,stop,76,286,200,368,0.6319278478622437,124,,,11.3
305,stop,57,301,149,363,0.948550820350647,92,Beyblade 2,Winner,11.3
305,stop,91,239,210,329,0.9356162548065186,119,Beyblade 1,Loser,11.3
306,stop,41,288,132,359,0.9721778631210327,91,Beyblade 2,Winner,11.3
306,stop,90,239,210,329,0.9392582178115845,120,Beyblade 1,Loser,11.3
307,stop,31,284,116,350,0.959949254989624,85,Beyblade 2,Winner,11.3
307,stop,90,239,210,329,0.9508782625198364,120,Beyblade 1,Loser,11.3
308,stop,20,274,103,343,0.960283100605011,83,Beyblade 2,Winner,11.3
308,stop,91,240,210,326,0.9522435069084167,119,Beyblade 1,Loser,11.3
309,stop,90,240,210,325,0.9550701975822449,120,Beyblade 1,Loser,11.3
309,stop,15,268,95,337,0.9520670771598816,80,Beyblade 2,Winner,11.3
310,stop,90,240,210,326,0.9545714855194092,120,Beyblade 1,Loser,11.3
310,stop,8,261,88,330,0.9356938600540161,80,Beyblade 2,Winner,11.3
311,stop,8,253,84,325,0.9763225317001343,76,Beyblade 2,Winner,11.3
311,stop,90,240,210,326,0.9473005533218384,120,Beyblade 1,Loser,11.3
312,stop,91,239,210,326,0.9560229182243347,119,Beyblade 1,Loser,11.3
312,stop,8,244,87,321,0.939861536026001,79,Beyblade 2,Winner,11.3
313,stop,91,240,210,325,0.9638351202011108,119,Beyblade 1,Loser,11.3
313,stop,11,236,86,319,0.7500655055046082,75,Beyblade 2,Winner,11.3
314,stop,92,240,210,325,0.9581279754638672,118,Beyblade 1,Loser,11.3
314,stop,14,233,89,315,0.44568783044815063,75,Beyblade 2,Winner,11.3
314,spinning,14,233,90,316,0.40860339999198914,76,,,11.3
315,stop,97,240,209,326,0.93656325340271,112,Beyblade 1,Loser,11.3
315,stop,21,227,93,316,0.9096635580062866,72,Beyblade 2,Winner,11.3
316,stop,103,240,209,324,0.9072170853614807,106,Beyblade 1,Loser,11.3
316,stop,25,223,113,312,0.8910876512527466,88,Beyblade 2,Winner,11.3
317,stop,37,221,117,310,0.9657285809516907,80,Beyblade 2,Winner,11.3
317,stop,105,240,209,329,0.8897908926010132,104,Beyblade 1,Loser,11.3
318,stop,105,232,213,345,0.9303993582725525,108,Beyblade 1,Loser,11.3
318,stop,41,213,127,303,0.907966673374176,86,Beyblade 2,Winner,11.3
319,stop,104,229,222,358,0.9113759994506836,118,Beyblade 1,Loser,11.3
319,stop,49,208,134,298,0.8715048432350159,85,Beyblade 2,Winner,11.3
320,stop,104,230,226,366,0.92889404296875,122,Beyblade 1,Loser,11.3
320,stop,57,201,140,290,0.9128082990646362,83,Beyblade 2,Winner,11.3
321,stop,101,234,227,364,0.9043371677398682,126,Beyblade 1,Loser,11.3
321,stop,67,196,153,288,0.7369492650032043,86,Beyblade 2,Winner,11.3
322,stop,99,235,227,364,0.8857304453849792,128,Beyblade 1,Loser,11.3
322,stop,78,189,165,343,0.6164072155952454,87,,,11.3
322,stop,79,190,164,286,0.47887322306632996,85,Beyblade 2,Winner,11.3
323,stop,100,235,227,364,0.8828146457672119,127,,,11.3
324,stop,104,232,228,368,0.9191544651985168,124,Beyblade 1,Loser,11.3
324,stop,105,183,190,352,0.2846476435661316,85,Beyblade 2,Winner,11.3
325,stop,107,226,228,367,0.833348274230957,121,Beyblade 1,Loser,11.3
325,stop,115,180,207,356,0.40028759837150574,92,Beyblade 2,Winner,11.3
326,stop,110,238,228,364,0.7922477126121521,118,Beyblade 1,Loser,11.3
326,stop,112,190,228,368,0.5854350924491882,116,,,11.3
326,stop,128,182,219,268,0.43183618783950806,91,Beyblade 2,Winner,11.3
326,stop,128,182,220,332,0.28318747878074646,92,,,11.3
327,stop,110,239,228,363,0.8285565376281738,118,Beyblade 1,Loser,11.3
327,stop,134,184,233,344,0.45238780975341797,99,,,11.3
327,stop,113,180,231,369,0.3865419030189514,118,,,11.3
327,stop,151,185,233,275,0.3737155497074127,82,Beyblade 2,Winner,11.3
328,stop,110,240,229,363,0.8831832408905029,119,Beyblade 1,Loser,11.3
328,stop,155,185,244,273,0.40199658274650574,89,Beyblade 2,Winner,11.3
329,stop,109,241,229,364,0.9107334017753601,120,Beyblade 1,Loser,11.3
329,stop,173,187,258,273,0.3246271014213562,85,Beyblade 2,Winner,11.3
330,stop,109,239,228,364,0.9158746600151062,119,Beyblade 1,Loser,11.3
330,stop,186,188,271,278,0.5257102847099304,85,Beyblade 2,Winner,11.3
331,stop,108,235,230,367,0.9342566132545471,122,Beyblade 1,Loser,11.3
331,stop,199,193,285,281,0.8990870714187622,86,Beyblade 2,Winner,11.3
332,stop,210,200,293,287,0.9706803560256958,83,Beyblade 2,Winner,11.3
332,stop,108,235,230,366,0.9460079073905945,122,Beyblade 1,Loser,11.3
333,stop,221,205,301,295,0.9779309034347534,80,Beyblade 2,Winner,11.3
333,stop,109,237,229,364,0.9320499300956726,120,Beyblade 1,Loser,11.3
334,stop,227,213,308,302,0.9462018013000488,81,Beyblade 2,Winner,11.3
334,stop,109,235,231,368,0.9381197690963745,122,Beyblade 1,Loser,11.3
335,stop,235,225,313,313,0.9798593521118164,78,Beyblade 2,Winner,11.3
335,stop,110,235,231,368,0.9388806819915771,121,Beyblade 1,Loser,11.3
336,stop,238,230,317,319,0.9746260046958923,79,Beyblade 2,Winner,11.3
336,stop,110,237,228,364,0.9386632442474365,118,Beyblade 1,Loser,11.3
337,stop,245,241,321,327,0.9533641338348389,76,Beyblade 2,Winner,11.3
337,stop,110,234,230,368,0.9475738406181335,120,Beyblade 1,Loser,11.3
338,stop,245,251,324,335,0.9718599319458008,79,Beyblade 2,Winner,11.3
338,stop,110,235,229,368,0.9530274868011475,119,Beyblade 1,Loser,11.3
